image,text,aisling,deoch
"fiosachd-priest-by.png","Fiosachd Priest by","starsparkler","20"
"-fiosachd-probate-by.png","- Fiosachd Probate by","eightprobate","212"
"-fiosachd-worshipper-by.png","- Fiosachd Worshipper by","llamaburger","212"
"fire-reverence-blue.png","Fire Reverence blue","ailred",""
"fire-reverence-white.png","Fire Reverence white","ilyria",""
"follows-pashura-of-the-light.png","Follows Pashura of the Light","biomagus",""
"formerly-known-as.png","Formerly known as","lux","154"
"found-1st-lucky-clover.png","Found 1st Lucky Clover","adriela","82"
"found-2nd-lucky-clovers.png","Found 2nd Lucky Clovers","aceshimizu","90"
"found-3rd-lucky-clovers.png","Found 3rd Lucky Clovers","aceshimizu","98"
"found-a-golden-starfish.png","Found a Golden Starfish","aceshimizu","93"
"found-dioram.png","Found Dioram","aceshimizu",""
"found-lockys-charms.png","Found Locky's Charms","aceshimizu","98"
"found-lucky-clovers.png","Found Lucky Clovers","aceshimizu",""
"found-luwellas-house-key.png","Found Luwella's House Key","aresfalco","107"
"found-santas-peppermint-sticks.png","Found Santa's Peppermint Sticks","anunnaki","208"
"founded-guild-blue.png","Founded  Guild blue","biomagus","10"
"founded-motley.png","Founded  Motley","kedian","4"
"founded-guild-white.png","Founded Guild white","kedian","4"
"founded-guild-with-name.png","Founded Guild with name","theowin","53"
"fragile-chrysalis-unregistered.png","Fragile Chrysalis ((Unregistered))","aceshimizu",""
"freed-cursed-mundanes-in-abel.png","Freed cursed mundanes in Abel","acesin","181"
"friend-of-faerie.png","Friend of Faerie","aresfalco","114"
"friend-of-leprechaun.png","Friend of Leprechaun","aiseirighadh","90"
"gadeu-of-the-ancient-flame.png","Gadeu of the Ancient Flame","zeol","160"
"gathered-gillams-precious-coins.png","Gathered Gillam's precious coins","blueskye","158"
"gathered-materials-for-jowellas-house.png","Gathered Materials for Jowella's House","ishallheal","107"
"gathered-treasures-for-gillam.png","Gathered Treasures for Gillam","bojingies","94"
"gem-smith.png","Gem Smith","banesblood",""
"general-of-blackstar.png","General of Blackstar","moonruby","185"
"glioca-acolyte-by.png","Glioca Acolyte by","jadeakaino","15"
"glioca-cleric-by.png","Glioca Cleric by","zhongfou","193"
"glioca-high-priest-by.png","Glioca High Priest by","angelic","173"
"glioca-minister-by.png","Glioca Minister by","duplico","212"
"glioca-priest-by.png","Glioca Priest by","somae","8"
"-glioca-probate-by.png","- Glioca Probate by","wisjunk","212"
"-glioca-worshipper-by.png","- Glioca Worshipper by","smrtglad","213"
"goblin-calling-stone-for-ceannlaidir.png","Goblin Calling Stone for Ceannlaidir","blader","6"
"gramail-acolyte-by.png","Gramail Acolyte by","twinklestar","22"
"gramail-high-priest-by.png","Gramail High Priest by","alustria","172"
"gramail-minister-by.png","Gramail Minister by","ubrei","165"
"gramail-priest-by.png","Gramail Priest by","nizon","33"
"-gramail-probate-by.png","- Gramail Probate by","eightprobate","212"
"-gramail-worshipper-by.png","- Gramail Worshipper by","steelix","212"
"great-soldier-of-the-goblin-war.png","Great Soldier of the Goblin War","aceshimizu",""
"green-dugon-by.png","Green Dugon by","newtali","39"
"grimlok-calling-stone-for-deoch.png","Grimlok Calling Stone for Deoch","carnaugh","7"
"grimlok-calling-stone-for-luathas.png","Grimlok Calling Stone for Luathas","biomagus","6"
"grunt-of-blackstar.png","Grunt of Blackstar","solin","165"
"guard.png","Guard","biomagus","9"
"guard-captain.png","Guard Captain","biomagus","10"
"guided-monk.png","Guided Monk","biomagus","6"
"guided-priest.png","Guided Priest","kedian","6"
"guided-rogue.png","Guided Rogue","blader","6"
"guided-warrior.png","Guided Warrior","quipper","6"
"guided-wizard.png","Guided Wizard","quipper","7"
"guild-by-oath-of.png","Guild by oath of","quipper","16"
"guild-council.png","Guild Council","angelique","22"
"guild-leader.png","Guild Leader","biomagus","10"
"guild-master.png","Guild Master","kedian","4"
"has-defeated-orens-pirates.png","Has Defeated Oren's Pirates","absobel",""
"has-disciples.png","Has Disciples","krytos",""
"has-forsaken-cail.png","Has forsaken Cail","tukee","32"
"has-forsaken-ceannlaidir.png","Has forsaken Ceannlaidir","ramanayan","21"
"has-forsaken-deoch.png","Has forsaken Deoch","bywyd","15"
"has-forsaken-fiosachd.png","Has forsaken Fiosachd","mayheart","6"
"has-forsaken-glioca.png","Has forsaken Glioca","dender","23"
"has-forsaken-gramail.png","Has forsaken Gramail","divided","40"
"has-forsaken-luathas.png","Has forsaken Luathas","rocandy","40"
"has-forsaken-sgrios.png","Has forsaken Sgrios","quipper","7"
"heart-of-fire-with.png","Heart of Fire with","biomagus","9"
"heart-of-moon-with.png","Heart of Moon with","mayheart","9"
"helped-build-suomi-inn.png","Helped Build Suomi Inn","adelaidet","63"
"helped-clean-bank.png","Helped Clean Bank","aceshimizu",""
"helped-design-suomi-inn.png","Helped Design Suomi Inn","adelaidet","63"
"helped-egans-father-return-home.png","Helped Egan's Father Return Home","bruiser","126"
"helped-gisaem-decipher-the-missives.png","Helped Gisaem Decipher The Missives","aeacus","145"
"helped-mephit.png","Helped Mephit","biomagus","35"
"helped-morwin.png","Helped Morwin","krytos","35"
"helped-oriana-find-elemus.png","Helped Oriana find Elemus","biomagus","94"
"helped-the-temuarian-beggar.png","Helped The Temuarian Beggar","bea","103"
"herbalist.png","Herbalist","absobel",""
"heretic-by-oath-of.png","Heretic by oath of","krytos","25"
"high-warlord-of-blackstar.png","High Warlord of Blackstar","arohanui","180"
"honorary-member-of-the-suomi-troupe.png","Honorary Member of the Suomi Troupe","ailred","183"
"hunted-down-a-wolf-of-west-woodland.png","Hunted down a wolf of West Woodland","abigor",""
"hwarone-arrest.png","Hwarone Arrest","brib",""
"hwarone-captain.png","Hwarone Captain","kallina","118"
"hwarone-general.png","Hwarone General","telme","157"
"hwarone-soldier.png","Hwarone Soldier","franees","61"
"hwarone-war-kills.png","Hwarone War kills","adelaidet",""
"impersonating-the-hostile-emissary.png","Impersonating the Hostile Emissary","tyee","211"
"initiated-into-a-motley.png","Initiated into a Motley","kedian","8"
"-initiated-monk.png","- Initiated Monk","vileplume","212"
"-initiated-priest.png","- Initiated Priest","darkrai","169"
"-initiated-rogue.png","- Initiated Rogue","dylanlan","66"
"-initiated-warrior.png","- Initiated Warrior","protein","201"
"-initiated-wizard.png","- Initiated Wizard","nalyd","81"
"initiated-worshipper.png","Initiated Worshipper","angelic","4"
"instigated-heresy-against.png","Instigated heresy against","ramanayan","23"
"investigated-the-sacred-ritual.png","Investigated the Sacred Ritual","botakyy","211"
"-involved-in-blade-smithing.png","- Involved in Blade Smithing","darkrai",""
"-involved-in-gem-polishing.png","- Involved in Gem Polishing","darkrai",""
"jailed.png","Jailed","aeacus",""
"jester-courtneys-hunt.png","Jester Courtney's Hunt","foam","32"
"joined-to-a-lover.png","Joined to a lover","mayheart","12"
"judge.png","Judge","biomagus","10"
"kelberoth-form.png","Kelberoth Form","acesin",""
"kept-fisks-secret.png","Kept Fisk's Secret","adriela","84"
"kept-oriana-safe-from-dendron-flower.png","Kept Oriana Safe from Dendron Flower","bluejr","94"
"kept-paradise-beach-safe.png","Kept Paradise Beach Safe","adriela","85"
"killed-dark-aislings.png","Killed Dark Aislings","biomagus",""
"killed-lorais.png","Killed Lorais","aceshimizu",""
"king-bruces-hunt.png","King Bruce's Hunt","petria","47"
"king-of-loures-kingdom.png","King of Loures Kingdom","zera","185"
"king-of-mileth-village.png","King of Mileth Village","disarray","185"
"king-of-oren-kingdom.png","King of Oren Kingdom","wizadrian","185"
"knight-of-blackstar.png","Knight of Blackstar","kallina","174"
"knight-of-temuair.png","Knight of Temuair","angelique","42"
"lady-blanchefleurs-hunt.png","Lady Blanchefleur's Hunt","angelique","32"
"lady-of-the-arts.png","Lady of the Arts","biomagus","46"
"last-held-mass.png","Last Held Mass","absobel",""
"-learned-archer-ab40-skillspell.png","- Learned Archer AB40 Skill/Spell","dylanlan","170"
"-learned-archer-ab50-skillspell.png","- Learned Archer AB50 Skill/Spell","dylanlan","201"
"-learned-archer-ab60-skillspell.png","- Learned Archer AB60 Skill/Spell","dylanlan","201"
"-learned-archer-ab99-skillspell.png","- Learned Archer AB99 Skill/Spell","darkrai","209"
"-learned-bard-ab40-skillspell.png","- Learned Bard AB40 Skill/Spell","salgar","203"
"-learned-bard-ab50-skillspell.png","- Learned Bard AB50 Skill/Spell","salgar","203"
"-learned-bard-ab60-skillspell.png","- Learned Bard AB60 Skill/Spell","salgar","203"
"-learned-bard-ab99-skillspell.png","- Learned Bard AB99 Skill/Spell","sradgar","212"
"-learned-druid-ab40-skillspell.png","- Learned Druid AB40 Skill/Spell","machamp","203"
"-learned-druid-ab50-skillspell.png","- Learned Druid AB50 Skill/Spell","machamp","203"
"-learned-druid-ab60-skillspell.png","- Learned Druid AB60 Skill/Spell","machamp","203"
"-learned-gladiator-ab40-skillspell.png","- Learned Gladiator AB40 Skill/Spell","deatomizer","202"
"-learned-gladiator-ab50-skillspell.png","- Learned Gladiator AB50 Skill/Spell","deatomizer","202"
"-learned-gladiator-ab60-skillspell.png","- Learned Gladiator AB60 Skill/Spell","deatomizer","202"
"-learned-lyliac-plant-at-ab30.png","- Learned Lyliac Plant at AB30","waluigi","167"
"-learned-lyliac-vineyard-at-ab30.png","- Learned Lyliac Vineyard at AB30","nalyd","94"
"-learned-stone-skin-at-ab30.png","- Learned Stone Skin at AB30","darkrai","202"
"-learned-summoner-ab40-skillspell.png","- Learned Summoner AB40 Skill/Spell","waluigi","201"
"-learned-summoner-ab50-skillspell.png","- Learned Summoner AB50 Skill/Spell","nalyd","94"
"-learned-summoner-ab60-skillspell.png","- Learned Summoner AB60 Skill/Spell","nalyd","166"
"learned-the-secret-waterfall-entrance.png","Learned the Secret Waterfall Entrance","aresfalco","107"
"left-guild.png","Left Guild","nenya","8"
"legendary-aisling.png","Legendary Aisling","quipper","87"
"legendary-combatant.png","Legendary Combatant","naena","176"
"librarian-blaises-hunt.png","Librarian Blaise's Hunt","aceshimizu","32"
"lord-of-the-arts.png","Lord of the Arts","ramanayan","24"
"loved-by-mileth-mundanes.png","Loved by Mileth Mundanes","duplican","12"
"loved-by-suomi-mundanes.png","Loved by Suomi Mundanes","natsukichan","65"
"loves.png","Loves","angelic","3"
"luathas-acolyte-by.png","Luathas Acolyte by","ilyria","45"
"luathas-cleric-by.png","Luathas Cleric by","moogle","212"
"luathas-high-priest-by.png","Luathas High Priest by","dionia","172"
"luathas-minister-by.png","Luathas Minister by","nagisachan","100"
"luathas-priest-by.png","Luathas Priest by","blanche","30"
"-luathas-probate-by.png","- Luathas Probate by","eightprobate","212"
"-luathas-worshipper-by.png","- Luathas Worshipper by","smrtarcher","213"
"lured-fire-serpent-out.png","Lured Fire Serpent Out","acesin",""
"marauder-of-gold.png","Marauder of Gold","blader","12"
"married.png","Married","nenya","6"
"master.png","Master","vamistle","16"
"master-arena-host.png","Master Arena Host","set","149"
"master-ranger.png","Master Ranger","ishikawa","48"
"master-to-a-pet-blob.png","Master to a pet blob","locks","33"
"master-to-a-pet-bunny.png","Master to a pet bunny","ishikawa","33"
"master-to-a-pet-cat.png","Master to a pet cat","aceshimizu","36"
"master-to-a-pet-dog.png","Master to a pet dog","divinia","33"
"master-to-a-pet-ducklings.png","Master to a pet ducklings","kheten","38"
"master-to-a-pet-fae.png","Master to a pet fae","bywyd","32"
"master-to-a-pet-floppy.png","Master to a pet floppy","azara","53"
"master-to-a-pet-mongrel.png","Master to a pet mongrel","cutiejg","33"
"master-to-a-pet-penguin.png","Master to a pet penguin","aesica","36"
"matrikas-redemption-at-mehadi.png","Matrika's Redemption at Mehadi","biomagus","19"
"may-appoint-guild-council.png","May appoint Guild Council","duplico","28"
"member-of-the-suomi-troupe.png","Member of the Suomi Troupe","brittany","72"
"mended-jowella-and-kharlos-relationship.png","Mended Jowella and Kharlo's Relationship","ishallheal","107"
"mentored.png","Mentored","blader","6"
"mentored-by.png","Mentored by","biomagus","5"
"messenger-of-the-heart.png","Messenger of the Heart","adriela","81"
"mileth-altar-worshipper.png","Mileth Altar Worshipper","mayheart","15"
"mileth-citizen-by-oath-of.png","Mileth Citizen by oath of","ishikawa","14"
"mileth-clave-bard.png","Mileth Clave Bard","kedian","10"
"mileth-clave-lore-keeper.png","Mileth Clave Lore Keeper","mayheart","12"
"mileth-clave-persona.png","Mileth Clave Persona","mayheart","7"
"mileth-college-chancellor.png","Mileth College Chancellor","laurier","175"
"mileth-guest-by-oath-of.png","Mileth Guest by oath of","lantern","74"
"mileth-kingdom-bard.png","Mileth Kingdom Bard","biomagus","22"
"mileth-mundane-birth.png","Mileth mundane birth","anunnaki",""
"mileth-village-bard.png","Mileth Village Bard","ubrei","64"
"monk-by-oath-of.png","Monk by oath of","quipper","7"
"monk-dedication.png","Monk Dedication","eternalty","26"
"monk-guided-by.png","Monk, guided by","quipper","6"
"motley-by-oath-of.png","Motley by oath of","nenya","8"
"motley-council.png","Motley Council","nenya","8"
"motley-leader.png","Motley Leader","duplico","35"
"murdered-tagor-citizens.png","Murdered Tagor citizens","abigor",""
"obtained-gillams-precious-coins.png","Obtained Gillam's precious coins","kallina","166"
"obtained-hostile-disguise-from-glenna.png","Obtained Hostile Disguise from Glenna","biomagus","94"
"obtained-the-yowien-costume.png","Obtained the Yowien Costume","aresfalco","107"
"owner-of-pet-baby-brute.png","Owner of pet baby brute","biomagus","110"
"owner-of-pet-bast.png","Owner of pet bast","auzric","66"
"owner-of-pet-bat.png","Owner of pet bat","spiack","60"
"owner-of-pet-beetle.png","Owner of pet beetle","biomagus","69"
"owner-of-pet-black-scorpion.png","Owner of pet black scorpion","biomagus","78"
"owner-of-pet-blaze.png","Owner of pet blaze","spiack","70"
"owner-of-pet-blue-octopus.png","Owner of pet blue octopus","zaryh","109"
"owner-of-pet-boney-dragon.png","Owner of pet boney dragon","ariesyeo","191"
"owner-of-pet-brawlfish.png","Owner of pet brawlfish","bluenokkad","68"
"owner-of-pet-brown-octopus.png","Owner of pet brown octopus","adriela","85"
"owner-of-pet-carnun-champion.png","Owner of pet carnun champion","acesin","200"
"owner-of-pet-centipede.png","Owner of pet centipede","auzric","67"
"owner-of-pet-chicken.png","Owner of pet chicken","biomagus","83"
"owner-of-pet-chicks.png","Owner of pet chicks","pinklily","138"
"owner-of-pet-crab.png","Owner of pet crab","galaxis","63"
"owner-of-pet-cursed-dog.png","Owner of pet cursed dog","biomagus","77"
"owner-of-pet-deer.png","Owner of pet deer","auzric","64"
"owner-of-pet-dragon.png","Owner of pet dragon","drucilla","63"
"owner-of-pet-enchanted-beast.png","Owner of pet enchanted beast","bruiser","155"
"owner-of-pet-erbie.png","Owner of pet erbie","ffeightbest","62"
"owner-of-pet-female-pig.png","Owner of pet female pig","arohanui","104"
"owner-of-pet-fenix.png","Owner of pet fenix","kai","138"
"owner-of-pet-flame.png","Owner of pet flame","galaxis","63"
"owner-of-pet-fox.png","Owner of pet fox","adriela","71"
"owner-of-pet-frog.png","Owner of pet frog","biomagus","110"
"owner-of-pet-gel.png","Owner of pet gel","biomagus","72"
"owner-of-pet-ghost.png","Owner of pet ghost","galaxis","63"
"owner-of-pet-giant-floppy.png","Owner of pet giant floppy","eiscego","155"
"owner-of-pet-golden-floppy.png","Owner of pet golden floppy","bruiser","155"
"owner-of-pet-green-droplet.png","Owner of pet green droplet","biomagus","74"
"owner-of-pet-green-starfish.png","Owner of pet green starfish","brittany","101"
"owner-of-pet-green-wasp.png","Owner of pet green wasp","biomagus","74"
"owner-of-pet-gremlin.png","Owner of pet gremlin","japjll","67"
"owner-of-pet-grey-yowie.png","Owner of pet grey yowie","biomagus","110"
"owner-of-pet-grim-succubus.png","Owner of pet grim succubus","biomagus","110"
"owner-of-pet-grime.png","Owner of pet grime","biomagus","71"
"owner-of-pet-holiday-erbie.png","Owner of pet holiday erbie","kimchii","80"
"owner-of-pet-horse.png","Owner of pet horse","ilyria","63"
"owner-of-pet-hyena.png","Owner of pet hyena","brandyn","89"
"owner-of-pet-kardi.png","Owner of pet kardi","auzric","67"
"owner-of-pet-kelberoth.png","Owner of pet kelberoth","xeram","165"
"owner-of-pet-kit.png","Owner of pet kit","safe","138"
"owner-of-pet-kraken.png","Owner of pet kraken","dylanlan","67"
"owner-of-pet-larva.png","Owner of pet larva","biomagus","69"
"owner-of-pet-leech.png","Owner of pet leech","ubrei","69"
"owner-of-pet-male-pig.png","Owner of pet male pig","bojingies","104"
"owner-of-pet-mantis.png","Owner of pet mantis","verran","60"
"owner-of-pet-marauder.png","Owner of pet marauder","auzric","67"
"owner-of-pet-mouse.png","Owner of pet mouse","arohanui","90"
"owner-of-pet-nagetier.png","Owner of pet nagetier","peneann","112"
"owner-of-pet-namu.png","Owner of pet namu","biomagus","74"
"owner-of-pet-nikuru.png","Owner of pet nikuru","redence","69"
"owner-of-pet-pink-floppy.png","Owner of pet pink floppy","biomagus","74"
"owner-of-pet-polyp.png","Owner of pet polyp","biomagus","60"
"owner-of-pet-pupa.png","Owner of pet pupa","aceshimizu","60"
"owner-of-pet-red-starfish.png","Owner of pet red starfish","adriela","85"
"owner-of-pet-reindeer.png","Owner of pet reindeer","biomagus","72"
"owner-of-pet-rock-scorpion.png","Owner of pet rock scorpion","neoxbahamut","110"
"owner-of-pet-rouge-mushroom-2.png","Owner of pet rouge mushroom 2","exos","118"
"owner-of-pet-rouge-mushroom-3.png","Owner of pet rouge mushroom 3","bea","118"
"owner-of-pet-salog.png","Owner of pet salog","huhuman","178"
"owner-of-pet-sand-rat.png","Owner of pet sand rat","biomagus","77"
"owner-of-pet-scorpion.png","Owner of pet scorpion","auzric","67"
"owner-of-pet-scrummel.png","Owner of pet scrummel","biomagus","71"
"owner-of-pet-skrull.png","Owner of pet skrull","biomagus","71"
"owner-of-pet-smily-blob.png","Owner of pet smily blob","biomagus","78"
"owner-of-pet-smoldy.png","Owner of pet smoldy","biomagus","71"
"owner-of-pet-snek.png","Owner of pet snek","lux","156"
"owner-of-pet-spinning-doll.png","Owner of pet spinning doll","japjll","110"
"owner-of-pet-succubus.png","Owner of pet succubus","adelaidet","63"
"owner-of-pet-threeeyed-eagle.png","Owner of pet three-eyed eagle","biomagus","77"
"owner-of-pet-turtle.png","Owner of pet turtle","biomagus","69"
"owner-of-pet-unmasked-warrior.png","Owner of pet unmasked warrior","biomagus","110"
"owner-of-pet-viper.png","Owner of pet viper","auzric","67"
"owner-of-pet-vulture.png","Owner of pet vulture","biomagus","77"
"owner-of-pet-wasp.png","Owner of pet wasp","ishikawa","60"
"owner-of-pet-white-baboon.png","Owner of pet white baboon","biomagus","110"
"owner-of-pet-winter-erbie.png","Owner of pet winter erbie","biomagus","80"
"owner-of-pet-wolf.png","Owner of pet wolf","spiack","60"
"pardoned-exiled-of.png","Pardoned exiled of","biomagus","13"
"pattern-walker-of-earth.png","Pattern Walker of Earth","quipper","14"
"pattern-walker-of-night.png","Pattern Walker of Night","bywyd","18"
"pattern-walker-of-sea.png","Pattern Walker of Sea","ishikawa","15"
"performed-divorce-of.png","Performed divorce of","somae","13"
"performed-the-pentagram-ritual.png","Performed the Pentagram Ritual","eze","212"
"piet-clave-memory.png","Piet Clave Memory","kedian","5"
"piet-kingdom-historian.png","Piet Kingdom Historian","nenya","7"
"piet-mundane-birth.png","Piet mundane birth","ailred",""
"-plans-coup-detat-of.png","- Plans coup d'etat of","dender","34"
"plans-heresy-on.png","Plans heresy on","duplicot","26"
"-plans-heresy-on.png","- Plans heresy on","sneakysummy","213"
"-political-clout.png","- Political Clout","diasrad",""
"politically-sponsored-by.png","Politically Sponsored by","adelaidet",""
"priest-by-oath-of.png","Priest by oath of","mayheart","8"
"priest-dedication.png","Priest Dedication","mayheart","15"
"priest-guided-by.png","Priest, guided by","angelic","3"
"private-of-blackstar.png","Private of Blackstar","rocandy","165"
"protected-luwella-from-baby-brutes.png","Protected Luwella from Baby Brutes","aresfalco","107"
"purple-dugon-by.png","Purple Dugon by","copeth","213"
"queen-of-loures-kingdom.png","Queen of Loures Kingdom","naena","173"
"queen-of-mileth-village.png","Queen of Mileth Village","viveena","173"
"queen-of-oren-kingdom.png","Queen of Oren Kingdom","tazz","173"
"queen-of-suomi-village.png","Queen of Suomi Village","bea","173"
"ranger.png","Ranger","ishikawa","33"
"reborn.png","Reborn","jerrica","196"
"received-a-gift-from-arcella.png","Received a Gift from Arcella","aeacus",""
"received-a-gift-from-the-gods.png","Received a Gift from the Gods","biomagus",""
"received-a-pet-from-the-gods.png","Received a pet from the Gods","acesin",""
"received-pet-enchanted-beast-from-areini.png","Received Pet Enchanted Beast from Areini","bruiser","155"
"received-pet-fenix-from-areini.png","Received Pet Fenix from Areini","kallina","138"
"received-pet-giant-floppy-areini.png","Received Pet Giant Floppy Areini","bruiser","155"
"received-pet-golden-floppy-from-areini.png","Received Pet Golden Floppy from Areini","bruiser","155"
"received-pet-hen-from-areini.png","Received Pet Hen from Areini","adelaidet","99"
"received-pet-kit-from-areini.png","Received Pet Kit from Areini","kallina","138"
"received-pet-rooster-from-areini.png","Received Pet Rooster from Areini","adelaidet","99"
"received-spring-garb-from-areini.png","Received Spring Garb from Areini","bruiser","155"
"reclaimed-gillams-precious-coins.png","Reclaimed Gillam's precious coins","alvino","118"
"recouped-gillams-precious-coins.png","Recouped Gillam's precious coins","anunnaki","206"
"recovered-candy-treats.png","Recovered Candy Treats","cinaed","167"
"recovered-gillams-precious-coins.png","Recovered Gillam's precious coins","brib","110"
"recovered-mays-tailoring-machine.png","Recovered May's Tailoring Machine","laurier","210"
"recovered-the-arcane-gauntlet.png","Recovered the Arcane Gauntlet","hihaku","54"
"recovered-the-emerald-knight-insignia.png","Recovered the Emerald Knight Insignia","adelaidet","76"
"recovered-the-obsidian.png","Recovered the Obsidian","cittikat","66"
"recruit-of-blackstar.png","Recruit of Blackstar","notvorlof","164"
"red-dugon-by.png","Red Dugon by","eternalty","26"
"reforged-eclipse.png","Reforged Eclipse","noirgato","67"
"removed-from-office-by.png","Removed from office by","jerry","171"
"-reputable.png","- Reputable","deatomizer",""
"respected-citizen-by.png","Respected Citizen by","angelic","5"
"returned-arcellas-stolen-bag.png","Returned Arcella's Stolen Bag","aresfalco","107"
"reunited-chief-vortigern-and-hostile-chief.png","Reunited Chief Vortigern and Hostile Chief","firemayden","94"
"reviving-erbie-species.png","Reviving Erbie Species","adelaidet","48"
"rogue-by-oath-of.png","Rogue by oath of","monicka","14"
"rogue-dedication.png","Rogue Dedication","raphaela","33"
"rogue-guided-by.png","Rogue, guided by","magb","5"
"rucesion-citizen-by-oath-of.png","Rucesion Citizen by oath of","blader","10"
"rucesion-guest-by-oath-of.png","Rucesion Guest by oath of","pentoflight","54"
"rucesion-kingdom-artist.png","Rucesion Kingdom Artist","brittany","99"
"rucesion-kingdom-lore-keeper.png","Rucesion Kingdom Lore Keeper","brittany","54"
"rucesion-mundane-birth.png","Rucesion mundane birth","aceshimizu",""
"sabonim-of-dugon.png","Sabonim of Dugon","ishikawa","14"
"saved-daughter-of-porte-forest.png","Saved daughter of Porte Forest","zod","34"
"saved-paradise-beach.png","Saved Paradise Beach","brib","109"
"scorpion-form.png","Scorpion Form","punch",""
"scouting-the-forest-for-quinn.png","Scouting the Forest for Quinn","solin","211"
"seized-gillams-precious-coins.png","Seized Gillam's precious coins","airy","134"
"sentenced-criminals.png","Sentenced Criminals","alustria",""
"servant-of-blackstar.png","Servant of Blackstar","jaicen","170"
"set-as-first-move.png","Set as first move","machamp","213"
"set-as-second-move.png","Set as second move","machamp","213"
"set-as-third-move.png","Set as third move","punch","213"
"sgath-scar-by.png","Sgath scar by","raiphie","42"
"sgath-summoning-on.png","Sgath summoning on","duplico","26"
"sgrios-acolyte-by.png","Sgrios Acolyte by","aceshimizu","15"
"sgrios-cleric-by.png","Sgrios Cleric by","phever","214"
"sgrios-high-priest-by.png","Sgrios High Priest by","paramour","172"
"sgrios-minister-by.png","Sgrios Minister by","peneann","127"
"sgrios-priest-by.png","Sgrios Priest by","azuth","21"
"-sgrios-probate-by.png","- Sgrios Probate by","eightprobate","212"
"-sgrios-worshipper-by.png","- Sgrios Worshipper by","dylanlan","64"
"sgrioss-scar.png","Sgrios's scar","duplican","22"
"sinturi-of-the-ancient-flame.png","Sinturi of the Ancient Flame","aeacus","142"
"sir-thibaults-hunt.png","Sir Thibault's Hunt","bluejr","32"
"slayed-giant-floppy.png","Slayed Giant Floppy","amarranth","91"
"slew-terror-of-the-alley.png","Slew Terror of the Alley","falconlady","13"
"slew-terror-of-the-crypt.png","Slew Terror of the Crypt","angelic","4"
"slew-terror-of-the-garden.png","Slew Terror of the Garden","aceshimizu","12"
"small-heart-of-fire-with.png","Small Heart of Fire with","jadeakaino","11"
"small-heart-of-moon-with.png","Small Heart of Moon with","angelic","11"
"small-heart-of-stone.png","Small Heart of Stone","carnaugh","14"
"soldata-of-the-ancient-flame.png","Soldata of the Ancient Flame","bojingles","185"
"summoned-to-court-by.png","Summoned to Court by","anunnaki",""
"suomi-citizen-by-oath-of.png","Suomi Citizen by oath of","reyakeely","96"
"suomi-clave-historian.png","Suomi Clave Historian","ramanayan","33"
"suomi-clave-philosopher.png","Suomi Clave Philosopher","somae","18"
"suomi-coordinator.png","Suomi Coordinator","topic","112"
"suomi-culture-advocate.png","Suomi Culture Advocate","dionia","90"
"suomi-kingdom-philosopher.png","Suomi Kingdom Philosopher","thubub","45"
"suomi-mundane-birth.png","Suomi mundane birth","absobel",""
"suomi-village-lore-keeper.png","Suomi Village Lore Keeper","biomagus","14"
"suomi-village-memory.png","Suomi Village Memory","nalyd","210"
"suomi-village-philosopher.png","Suomi Village Philosopher","kedian","3"
"supported-the-temuarian-beggar.png","Supported The Temuarian Beggar","aeacus","119"
"survived-mech-invasion.png","Survived Mech Invasion","adelaidet",""
"tailor.png","Tailor","aeacus",""
"tamed-giant-floppy.png","Tamed Giant Floppy","dancingwind","99"
"taught-a-class-at-mileth-college.png","Taught a Class at Mileth College","laurier","175"
"team-arena-wins.png","Team Arena Wins","adelaidet",""
"temuair-trinity-battle-champion.png","Temuair Trinity Battle Champion","krazyxone","32"
"-tentative-aisling-artist.png","- Tentative Aisling Artist","biomagus","20"
"-tentative-aisling-bard.png","- Tentative Aisling Bard","moogle","189"
"-tentative-aisling-historian.png","- Tentative Aisling Historian","ramanayan","182"
"-tentative-aisling-lore-keeper.png","- Tentative Aisling Lore Keeper","nalyd","212"
"-tentative-aisling-persona.png","- Tentative Aisling Persona","biomagus","71"
"-tentative-aisling-philosopher.png","- Tentative Aisling Philosopher","wormtongue","214"
"-tentative-clave-artist.png","- Tentative Clave Artist","mayheart","8"
"-tentative-clave-bard.png","- Tentative Clave Bard","kedian","10"
"-tentative-clave-historian.png","- Tentative Clave Historian","ramanayan","33"
"-tentative-clave-lore-keeper.png","- Tentative Clave Lore Keeper","vamistle","14"
"-tentative-clave-memory.png","- Tentative Clave Memory","iglis","210"
"-tentative-clave-persona.png","- Tentative Clave Persona","mayheart","7"
"-tentative-clave-philosopher.png","- Tentative Clave Philosopher","tleilandrek","77"
"-tentative-kingdom-artist.png","- Tentative Kingdom Artist","carnaugh","214"
"-tentative-kingdom-bard.png","- Tentative Kingdom Bard","biomagus","22"
"-tentative-kingdom-historian.png","- Tentative Kingdom Historian","nadja","214"
"-tentative-kingdom-lore-keeper.png","- Tentative Kingdom Lore Keeper","brittany","54"
"-tentative-kingdom-memory.png","- Tentative Kingdom Memory","nalyd","210"
"-tentative-kingdom-philosopher.png","- Tentative Kingdom Philosopher","inuyoko","213"
"-tentative-noble-garment.png","- Tentative Noble Garment","nalyd",""
"-tentative-village-artist.png","- Tentative Village Artist","biomagus","10"
"-tentative-village-bard.png","- Tentative Village Bard","dylanlan","212"
